sentence,main_mountain,mentioned_mountains
It is part of a three-peak group called the Entiat Cirque which includes Mount Maude and Mount Fernow.,seven fingered jack,['mount fernow']
Seven Fingered Jack is about 4 miles (6.4 km) south of Holden.,seven fingered jack,['seven fingered jack']
"The peak is in the Glacier Peak Wilderness of Wenatchee National Forest.

Description
Sources differ over the height of Seven Fingered Jack.",seven fingered jack,"['glacier peak', 'seven fingered jack']"
"Mount Nirvana, at 2,773 m (9,098 ft) is the unofficial name of the highest mountain in the Northwest Territories, Canada.",mount nirvana,['mount nirvana']
"Buckingham gave the mountain the moniker of ""Mount Nirvana"" at that time.

See also
List of highest points of Canadian provinces and territories
Mountain ",mount nirvana,['mount nirvana']
"Chief Mountain (Blackfoot: Ninaistako) (9,085 feet (2,769 m)) is located in the U.S.",chief mountain,['chief mountain']
"The mountain is one of the most prominent peaks and rock formations along the Rocky Mountain Front, a 200 miles (320 km) long overthrust fault, known as the Lewis Overthrust, which extends from central Montana into southern Alberta, Canada.

Geology
Chief Mountain is an example of a klippe.",chief mountain,['chief mountain']
"Ovcharets (Bulgarian: Овчарец) is a summit in eastern Rila mountain range in southwestern Bulgaria reaching height of 2,768 m.",ovcharets,['ovcharets']
"Ovcharets is built up of granite.
The peak lies on the Musala ridge, in the vicinity of a few other peaks of almost identical height.",ovcharets,"['musala', 'ovcharets']"
"Ovcharets is south of the summit of Marishki Chal (2,765 m), and next to it, on a short ridge to the east, is the summit of Pesokliva Vapa (2,769 m).",ovcharets,['ovcharets']
The southern slope of Ovcharets is extended and reac,ovcharets,['ovcharets']
Lincoln Peak is a mountain located on the border between Addison and Washington counties in the U.S.,lincoln peak,['lincoln peak']
"Lincoln Peak is flanked to the southwest by Mount Abraham, and to the north by Nancy Hanks Peak, which was named after Abraham Lincoln's mother, Nancy Lincoln (née Hanks).
Lincoln Peak is named after Major General Benjamin Lincoln, who was instrumental in the American Revolut",lincoln peak,['lincoln peak']
"Castle Mountain (Blackfoot: Miistukskoowa) is a mountain located within Banff National Park in the Canadian Rockies, approximately halfway between Banff and Lake Louise.",castle mountain,['castle mountain']
It is the easternmost mountain of the Main Ranges in the Bow Valley and sits astride the Castle Mountain Fault which has thrust older sedimentary and metamorphic rocks forming the upper part of the mountain over the younger rocks forming its base.,castle mountain,['castle mountain']
"Pyramid Mountain can refer to:

Antarctica
Pyramid Mountain (Antarctica), in the Quartermain Mountains
Pyramid Mountain (Churchill Mountains), in the Churchill Mountains
Canada
Pyramid Mountain (Alberta) in Jasper National Park, Alberta
Pyramid Mountain (Garibaldi Provincial Park) in Garibaldi Provincial Park, British Columbia
Pyramid Mountain (Wells Gray-Clearwater) in Wells Gray-Clearwater Volcanic Field of British Columbia
United States

Pyramid Mountain (Alaska Range)
Pyramid Mountain (Kodia",pyramid mountain,['pyramid mountain']
"Mount Bachelor, formerly named Bachelor Butte, is a dormant stratovolcano atop a shield volcano in the Cascade Volcanic Arc and the Cascade Range of central Oregon, United States.",mount bachelor,['mount bachelor']
"Named Mount Bachelor because it stands apart from the nearby Three Sisters, it lies in the eastern segment of the central portion of the High Cascades, the eastern segment of the Cascade Range.",mount bachelor,['mount bachelor']
"The volcano lies at the northern end of the 15-mile (24 km) long Mount Bachelor Volcanic Chain, which underwent four major eru",mount bachelor,['mount bachelor']
"Yalovarnika (Bulgarian: Яловарника [jaɫoˈvarnikɐ]) is a 2,763 m-high peak in the Pirin mountain range, south-western Bulgaria.",kamenitsa,['yalovarnika']
"It is located in the northern part of Pirin on the 22 km-long Kamenitsa secondary ridge between the summits of Kamenitsa (2,822 m) to the north and Zabat (2,688 m), Kuklite (2,686 m) and Golena (2,633 m) to the south.
Yalovarnika is a massive granite peak.",kamenitsa,"['granite peak', 'kamenitsa', 'yalovarnika']"
"Seen from the Mozgovishka Gate, its distinctive double-peak profile stands out between the summits of Kamenitsa and ",kamenitsa,['kamenitsa']
"Gazey (Bulgarian: Газей) is a peak in the Pirin mountain, Bulgaria situated on a small sideward ridge of the Polejansli Ridge.",gazey,['gazey']
Mount Sir James MacBrien is a peak in the Fort Smith Region of Canada's Northwest Territories.,mount sir james macbrien,['mount sir james macbrien']
"Kaymakchal (Bulgarian: Каймакчал), also known as Izvorets (Изворец) is a peak in the Pirin mountain range, south-western Bulgaria.",kaymakchal,['kaymakchal']
It is located in the northern part of Pirin on the Polezhan secondary ridge.,kaymakchal,['polezhan']
"It is 2,753 m high and is built up of granite.
Four cirques meet up at Kaymakchal - the Gazey cirque to the south, the Yulen cirque to the north-west, the Perlesh cirque to the north-east and the Desilish cirque to the east.
To the south-east of Kaimakchal is situated the rocky Ushitsite rid",kaymakchal,"['gazey', 'kaymakchal']"
Todorka (Bulgarian: Тодорка [toˈdɔrkɐ]) is a massive peak in the Pirin Mountains of south-western Bulgaria.,todorka,['todorka']
It is the only peak of the Todorka side ridge and has a summit elevation of 2746 m (9009 ft.) above sea level.,todorka,['todorka']
"Todorka is the 11th highest peak in Pirin and is made of granite, and although not rocky, it is steep.",todorka,['todorka']
"It is a relatively short crest with three peaks - Golyama (Big), Sredna (Middle) and Malka (Little) Todorka.",todorka,['todorka']
Golyama Todorka is located to the north and viewed from the town of ,todorka,['todorka']
"Mawson Peak is an active volcanic summit of the Big Ben massif on Heard Island, an external Australian territory in the Indian Ocean.",mawson peak,['mawson peak']
"Fairview Mountain may refer to several places:

Fairview Mountain (Alberta) in Alberta, Canada
Fairview Mountain in Lewis and Clark County, Montana",fairview mountain,['fairview mountain']
"Škrlatica, historically also known as Suhi plaz (""Dry Avalanche""), is a mountain in the Slovenian Julian Alps.",triglav,['škrlatica']
"With its summit at 2,740m above sea level, it is the second-highest peak in Slovenia (after Triglav at 2,864m) and the third highest in the Julian Alps as a whole (after Triglav and Jôf di Montasio / Montaž at 2,754m).
The mountain's name is the feminine adjectival form of the Slovene word škrlat, a cognate of ""scarlet,"" referring to the dramatic reddish-purple shade of the steep northw",triglav,['triglav']
"Mount Roraima (Spanish: Monte Roraima; Tepuy Roraima; Cerro Roraima; Portuguese: Monte Roraima) is the highest of the Pacaraima chain of tepuis (table-top mountain) or plateaux in South America.: 156  It is located at the junction of Brazil, Guyana and Venezuela.",monte roraima,['monte roraima']
"Heavens Peak (8,991 feet (2,740 m)) is located in the Livingston Range, Glacier National Park in the U.S.",heavens peak,['heavens peak']
Heavens Peak is a little more than 1 mile (1.6 km) north of McPartland Mountain.,heavens peak,['heavens peak']
"Mount Spickard (pronounced SPICK'  erd) is a 8,980-foot (2,740 m) mountain peak in the North Cascades, a mountain range in the U.S.",mount spickard,['mount spickard']
"Banderishki Chukar (Bulgarian: Бъндеришки чукар) is a 2,737 m (8,980 ft) peak in the Pirin mountain range, south-western Bulgaria.",banderishki chukar,['banderishki chukar']
It is the highest granite peak on the main mountain ridge.,banderishki chukar,['granite peak']
"It is the 12th highest summit in Pirin.
Banderishki Chukar is situated at the bottom on the Banderitsa valley.",banderishki chukar,['banderishki chukar']
"Mount Melbourne is a 2,733-metre-high (8,967 ft) ice-covered stratovolcano in Victoria Land, Antarctica, between Wood Bay and Terra Nova Bay.",mount melbourne,['mount melbourne']
Mount Melbourne has a volume of about 180 cubic kilometres (43 cu mi) and consists of tephra deposits and lava flows; tephra deposits are also found encased within ice and have been used to date the last eruption of Mount,mount melbourne,['mount melbourne']
"Cerro El Pital is a mountain in Central America, on the border of El Salvador and Honduras.",cerro el pital,['cerro el pital']
"Cerro El Pital is in the middle of a cloud forest that has an average annual temperature of 10 °C (50 °F).
It is one of the most popular tourist draws in El Salvador, with great biodiversity in a wide altitudinal range contai",cerro el pital,['cerro el pital']
"Dzhengal (Bulgarian: Дженгал) is a peak in the Pirin mountain range, south-western Bulgaria.",dzhengal,['dzhengal']
"It is located in the Pirin National Park, a UNESCO World Heritage Site.

Geography
Dzhengal is situated on one of the external ridges of the mountain, the Polezhan Ridge, between the Dzhengal Gate saddle and the summit of Momin Dvor (2,723 m).",dzhengal,"['polezhan', 'dzhengal']"
Malyovitsa (Bulgarian: Мальовица [mɐˈʎɔvit͡sɐ]) is a peak in the northwestern part of the Rila Mountain in southwestern Bulgaria.,malyovitsa,['malyovitsa']
"The Rila Monastery is situated at its southern foothills facing the valley of the Rilska River, and Malyovitsa Ski Centre — with two downhill tracks",malyovitsa,['malyovitsa']
"Pizzo di Claro (also known as Visagno) is a 2,727 metres high mountain of the Lepontine Alps, located on the border between the Swiss cantons of Ticino and Graubünden.",pizzo di claro,['pizzo di claro']
"Mount Morning is a shield volcano at the foot of the Transantarctic Mountains in Victoria Land, Antarctica.",mount morning,['mount morning']
"Mount Morning rises to an elevation of 2,723 metres (8,934 ft) and is almost entirely mantled with snow and ice.",mount morning,['mount morning']
Phu Xai Lai Leng is a mountain of the Annamite Range in Southeast Asia.,phu xai lai leng,['phu xai lai leng']
"Serles  (2,718 m) is a mountain of the Stubai Alps in the Austrian state of Tyrol, Austria, between the Stubai Valley and Wipptal, near the Italian border.",habicht,['serles']
"It has several lower peaks, including Sonnenstein (2,476 m (8,123 ft)) to the north.
Located on the edge of long ridge traversing east from Habicht, it is a popular scrambling peak and can get very crowded in the summer.",habicht,['habicht']
The Watzmann (Bavarian: Watzmo) is a mountain in the Berchtesgaden Alps south of the village of Berchtesgaden.,watzmann,['watzmann']
"It is the third highest in Germany, and the highest located entirely on German territory.
Three main peaks array on a N-S axis along a ridge on the mountain's taller western half: Hocheck (2,651 m), Mittelspitze (Middle Peak, 2,713 m) and Südspitze (South Peak, 2,712 m).
The Watzmann massif also includes the 2,307 m Watzmannfrau (Watzmann Wife, also known as Kleiner Watzmann or Small W",watzmann,['watzmann']
Boston Peak is a tall peak in the North Cascades in the U.S.,buckner mountain,['boston peak']
"Its nearest higher neighbor is Buckner Mountain, 1.66 miles (2.67 km) to the east.

Description
Boston Peak is located just north of the border between Chelan and Skagit counties.",buckner mountain,"['buckner mountain', 'boston peak']"
"It is connected to Buckner Mountain, to the east by the sharp arête of Ripsaw Ridge, which follows the county line.",buckner mountain,['buckner mountain']
"The Schiahorn is a mountain of the Plessur Alps, overlooking Davos in the canton of Graubünden.",schiahorn,['schiahorn']
"The Schiahorn is located just east of the Strela Pass, where the summit normal route starts.

References
External links
 Media related to Schiahorn at Wikimedia Commons
Schiahorn on Hikr",schiahorn,['schiahorn']
"Grotto Mountain is a mountain located in the Bow River valley, across from Canmore, Alberta, Canada.",grotto mountain,['grotto mountain']
"Mount Haku (白山, Haku-san, ""White Mountain""), or Mount Hakusan (commonly referred to as simply Hakusan), is a dormant stratovolcano in Japan.",mount haku,['mount haku']
"Mount Haku is thought to have first been active 300,000 to 400,000 years ago, with the most recent eruption occurring in 1659.",mount haku,['mount haku']
"Along with Mount Tate and Mount Fuji, it is one of Japan's ""Three Holy Mountains"" (三霊山, San-rei-zan).
The mountain's tallest peak, Gozenga-mine (御前峰), is th",mount haku,"['mount fuji', 'mount tate']"
"Eldorado Peak is a 8,868-foot (2,703 m) peak, and is the 25th highest peak in Washington.",eldorado peak,['eldorado peak']
"Half Dome is a quartz monzonite batholith at the eastern end of Yosemite Valley in Yosemite National Park, California.",dom,"['dom', 'half dome']"
"One side is a sheer face while the other three sides are smooth and round, making it appear like a dome cut in half.",dom,['dom']
"Mount Louis is a 2,682-metre (8,799-foot) mountain summit located in southeast Banff National Park in Alberta, Canada.",mount louis,['mount louis']
"Stewart who surveyed in the Banff Park area in 1904 with his father, George Stewart, the first Park Superintendent.

Geology
Mount Louis is composed of limestone, a sedimentary rock laid down during the Devonian period.",mount louis,['mount louis']
"Mount Discovery (78°22′S 165°01′E) is a conspicuous, isolated volcanic cone, 2,680 metres (8,790 ft) high, lying at the head of McMurdo Sound and east of Koettlitz Glacier, overlooking the northwest portion of the Ross Ice Shelf.
It forms the center of a three-armed mass of which Brown Peninsula is one extension to the north; Minna Bluff is a second to the east; the third is Mount Morning to the west.",mount discovery,"['mount morning', 'mount discovery']"
"
Mount Discovery was discovered by the British National Antarctic Expedition (1901–04) and name",mount discovery,['mount discovery']
"Mount Garibaldi (known as Nch'ḵay̓, IPA: [n̩.ʧʼqɛˀj̰], to the indigenous Squamish people) is a dormant stratovolcano in the Garibaldi Ranges of the Pacific Ranges in southwestern British Columbia, Canada.",mount garibaldi,['mount garibaldi']
"In addition to the main peak, Mount Garibaldi has two named sub-peaks.",mount garibaldi,['mount garibaldi']
"Bashliyski Chukar (Bulgarian: Башлийски чукар) is a 2,683 m-high peak in the Pirin mountain range, south-western Bulgaria.",bashliyski chukar,['bashliyski chukar']
"It is situated on a short ridge stemming from Banderishki Chukar peak (2,732 m) in south-western direction, separating the Malko Spano Pole and Bashliyski cirques.
The western slopes of Bashliyski Chukar form a hoof-shaped vertical wall reaching a height of 200 m.",bashliyski chukar,"['banderishki chukar', 'bashliyski chukar']"
"Guadalupe Peak, also known as Signal Peak, is the highest natural point in Texas, with an elevation of 8,751 feet (2,667 m) above sea level.",guadalupe peak,['guadalupe peak']
Gjeravica (Albanian: Gjeravicë; Serbian Cyrillic: Ђеравица/Đeravica) is a mountain peak in Kosovo.,gjeravica,['gjeravica']
"Gjeravica is in the western part of Kosovo, in the municipality of Junik.

Features
Gjeravica is somewhat different from the rest of the Accursed mountains in its lack of the stony, limestone texture the other mountains in ",gjeravica,['gjeravica']
The Großer Krottenkopf is the highest mountain in the Allgäu Alps of Austria.,großer krottenkopf,['großer krottenkopf']
Pic del Port Vell is a mountain in the Pyrenees on the border of Spain and northwest Andorra.,pic del port vell,['pic del port vell']
"Gerlachovský štít (, translated into English as Gerlachov Peak, German: Gerlsdorfer Spitze, Hungarian: Gerlachfalvi-csúcs), informally referred to as Gerlach, is the highest peak in the High Tatras, in Slovakia, and in the Carpathian Mountains.",gerlachov peak,['gerlachov peak']
"Mount Michelson may refer to:

Mount Michelson (Brooks Range) in the Brooks Range of Alaska, USA
Mount Michelson (Chugach Mountains) in the Chugach Mountains of Alaska, USA",mount michelson,['mount michelson']
"Torre Cerredo, also called Torrecerredo or Torre de Cerredo (Asturian: La Torre Cerréu), is the highest peak of the Cantabrian Mountains, northern Spain.
With a prominence of 1,931 m, it is an ultra-prominent peak and the third most prominent peak of the Iberian Peninsula.

Geography
The mountain has an elevation of 2,650 metres, making it the highest peak of the Picos de Europa and the Cantabrian Mountains.",torre cerredo,['torre cerredo']
"Torre Cerredo is located on the central massif of the Picos de Europa, the Urrieles Mass",torre cerredo,['torre cerredo']
"Mount Meager may refer to:

Mount Meager massif, a group of mountains in British Columbia, Canada
Mount Meager (British Columbia), a mountain of the above massif

See also
Meager (disambiguation)",mount meager,['mount meager']
"It is considered as the second highest mountain in both Sabah and Malaysia at 2,642 metres (8,668 ft), after Mount Kinabalu with Trusmadi offering a tougher climbing challenge than the latter.

Geology
The mountain geology comprises tertiary formation of mudstone, shale and argillite with subordinate beds of quartzite, sandstone, siltstone and limestone br",mount kinabalu,['mount kinabalu']
"Meesapulimala is an Indian peak, the next south of the second highest peak (Manna Malai 2,659 metres (8,724 ft)) of the Western Ghats on the border of Idukki district, Kerala state.",meesapulimala,['meesapulimala']
"Doddabetta (Tamil pronunciation: [toʈːabeʈːaː]) is the highest mountain in the Nilgiri Mountains at 2,637 metres (8,652 ft).",meesapulimala,['doddabetta']
It is the third highest peak in South India next to Anamudi and Meesapulimala.,meesapulimala,['meesapulimala']
"Piton de la Fournaise (French: [pitɔ̃ də la fuʁnɛz]; English: ""Peak of the Furnace"") is a shield volcano on the eastern side of Réunion island, a French overseas department and region, in the Indian Ocean.",mount erebus,['piton de la fournaise']
"It is currently one of the most active volcanoes in the world, along with Kīlauea in the Hawaiian Islands, Stromboli and Etna in Italy and Mount Erebus in Antarctica.",mount erebus,['mount erebus']
Mount Crean is one of the westernmost peaks in the dry valley region of South Victoria Land in Antarctica.,mount crean,['mount crean']
"Cardinal Peak is the highest peak of the Chelan Mountains, a subrange of the Cascade Range in the U.S.",cardinal peak,['cardinal peak']
"Cardinal Peak is less than 5 miles (8.0 km) from the lake and rises 7,500 feet (2,300 m) above the lakeshore.",cardinal peak,['cardinal peak']
"Barbeau Peak is a mountain in Qikiqtaaluk, Nunavut, Canada.",barbeau peak,['barbeau peak']
"The mountain was named in 1969 after Marius Barbeau, a Canadian anthropologist whose research into First Nations and Inuit cultures gained him international acclaim.

Barbeau Peak is characterized by deep and long crevasses, razor thin ridges and highly variable and volatile weather.
Barbeau Peak is the highest m",barbeau peak,['barbeau peak']
Mount Abao is a mountain in the Philippines.,api,['mount abao']
"It is located in Bauko, Mountain Province in Cordillera Central and the Cordillera Administrative Region, in the north of the country, 250 kilometres (160 mi) north of the national capital Manila.


== References ==",api,['api']
Pico Almanzor is the highest mountain in central Spain.,pico almanzor,['pico almanzor']
"Mount Currie may refer to:

Mount Currie (British Columbia), the northernmost summit of the Garibaldi Ranges in British Columbia
Mount Currie, British Columbia, a rural community near Pemberton, British Columbia, named for the summit
Mount Currie Indian Band, a band government of the Lil'wat (Lower St'at'imc) people at Mount Currie, British Columbia
Mount Currie (Alberta), a mountain in Alberta, Canada
Mount Currie (Antarctica), a mountain in Antarctica
Mount Currie (Australia), a mountain in th",mount currie,['mount currie']
"Pizzo Molare is a mountain of the Lepontine Alps, overlooking Faido in the Swiss canton of Ticino.",pizzo molare,['pizzo molare']
"It is located on the chain between the main Leventina valley and the valley of Blenio.

References
External links
 Media related to Pizzo Molare at Wikimedia Commons

Pizzo Molare on Hikr",pizzo molare,['pizzo molare']
Mount Tavkvetili (Georgian: თავკვეთილი) is a volcanic mountain in the northern part of the Abul-Samsari Range in the Samtskhe-Javakheti and Kvemo Kartli region of Southern Georgia.,api,['mount tavkvetili']
The mountain has the shape of a decapitated cone and is composed of young andesitic and andesitic-dacitic lavas.,api,['api']
"Mount Tambuyukon or Tamboyukon (Malay: Gunung Tambuyukon, Dusun: Nulu Tambuyukon) is a mountain located at the West Coast and Kudat divisions of Sabah, Malaysia (located on the tripoints of three districts namely Ranau, Kota Belud as well as Kota Marudu).",mount kinabalu,['mount tambuyukon']
"It is considered the third-highest mountain in the country with height at 2,579 metres (8,461 ft), lying north of the highest Mount Kinabalu.

Geology
The glaciated summit plateaus and Pleistocene glacial tills of the Kinabalu area including si",mount kinabalu,['mount kinabalu']
Argonaut Peak is a tall mountain in the Cascade Range in the U.S.,argonaut peak,['argonaut peak']
"Located on the crest between Colchuck Peak and Sherpa Peak, Argonaut Peak has a southeast and a west summit of almost identical height, ",argonaut peak,['argonaut peak']
"Doi Inthanon (Thai: ดอยอินทนนท์, pronounced [dɔ̄ːj ʔīn.tʰā.nōn]) is the highest mountain in Thailand.",doi inthanon,['doi inthanon']
"The name Doi Inthanon was given in honour of Inthawichayanon, Grand Prince of Chiang Mai, who was concerned about the forests in the north and tried ",doi inthanon,['doi inthanon']
"Pic dels Aspres is a mountain in the northwest of the principality of Andorra, close to the border with Spain.",pic dels aspres,['pic dels aspres']
"Ledyanaya (Russian: Ледяная, meaning ""Icy""), is a peak in the Koryak Mountains.",ledyanaya,['ledyanaya']
"The Aguja Saint Exupery is a mountain spear ('aguja') located near the Cerro Chaltén in the Los Glaciares National Park in Patagonia, Argentina.
The mountain is named in memory of Antoine de Saint-Exupéry, the French writer and aviator who was director of the Aeroposta Argentina airline and pioneered postal flights in the Patagonia region between 1929 and 1931.
The Aguja Saint Exupery is not as impressive as its taller neighbors Cerro Chaltén and the striking Cerro Torre, but due to the length o",cerro chaltén,"['cerro chaltén', 'aguja saint exupery']"
"Big Hatchet Peak is the high point of the Big Hatchet Mountains, a small but rugged range in the southwest corner (the ""Bootheel"") of New Mexico, in the United States.",big hatchet peak,['big hatchet peak']
"Moldoveanu Peak (Romanian: Vârful Moldoveanu, pronounced [ˈvɨrful moldoˈve̯anu]; ""Moldavian Peak""), at 2,545 metres (8,350 ft), is the highest mountain peak in Romania.",moldoveanu peak,['moldoveanu peak']
"Mount Vineuo, also known as Mount Oiautukekea, is a mountain on Goodenough Island, Papua New Guinea.",deno,"['deno', 'mount vineuo']"
"The mountain is the highest peak in the D'Entrecasteaux Islands.

See also
List of Ultras of Oceania
List of islands by highest point
Battle of Goodenough Island

References
External links
""Goodenough Island"" at Oceandots.com at the Wayback Machine (archived December 23, 2010)",deno,['deno']
"Negoiu Peak (Romanian: Vârful Negoiu pronounced [neˈɡoju]; Hungarian: Negoj-csúcs) is a mountain peak in the Făgăraș Mountains of the Southern Carpathians, located in Sibiu County, Romania, with an elevation of 2,535 m (8,317 ft).",moldoveanu peak,['negoiu peak']
"It is the second highest peak in Romania after the 2,544 m (8,346 ft) Moldoveanu Peak.

References
External links
""Vârful Negoiu"".",moldoveanu peak,['moldoveanu peak']
"With an elevation of 2,527 metres (8,291 ft), it is the third highest peak in Romania after Moldoveanu Peak (2,544 m) and Negoiu Peak (2,535 m).

External links
Vistea Mare Peak and many other photos from the Romanian Carpathians
(in Romanian and English)  Salvamontvictoria.com",moldoveanu peak,"['moldoveanu peak', 'negoiu peak', 'vistea mare']"
"Pidurutalagala (Sinhala: පිදුරුතලාගල, pronounced [ˌpidurutaˈlaːɡələ], Straw Plateau Rock), or previously Mount Pedro in English, is the highest mountain in Sri Lanka, at 2,524 m (8,281 ft).",pidurutalagala,['pidurutalagala']
"Mount Norquay is one of three major ski resorts located in the Banff National Park.

History
The mountain was named in 1904 after John Norquay, premier of Manitoba from 1878 to 1887.",mount norquay,['mount norquay']
"It is the westernmost, third-youngest and the third-most active of the five volcanoes that form the island of Hawaiʻi, following Kīlauea and the much larger Mauna Loa.",mauna loa,['mauna loa']
"Mount Yesenin (72°3′S 14°26′E) is a mountain, 2,520 m, standing 2 miles (3.2 km) northwest of Yeliseyev Rocks in the Payer Mountains of Queen Maud Land.",mount yesenin,['mount yesenin']
"Mapped from air photos and surveys by Norwegian Antarctic Expedition, 1956–60; remapped by Soviet Antarctic Expedition, 1960–61, and named after Russian poet Sergei Yesenin (1895–1925).
 This article incorporates public domain material from ""Mount Yesenin"".",mount yesenin,"['dom', 'mount yesenin']"
"At 2,518 metres (8,261 ft), it is the second highest mountain in the North Island, after Mount Ruapehu.",mount ruapehu,['mount ruapehu']
"Garfield Peak may refer to:

Garfield Peak (Colorado)
Garfield Peak (Oregon)
Garfield Peak (Wyoming)

See also
Mount Garfield (disambiguation)
Garfield Mountain (disambiguation)",garfield peak,['garfield peak']
Mount Veniaminof (Russian: Вулкан Вениаминова) is an active stratovolcano on the Alaska Peninsula.,mount veniaminof,['mount veniaminof']
Omu Peak (Romanian: Vârful Omu) is a mountain peak of the Bucegi Mountains in Romania.,omu peak,['omu peak']
"It is located in Brașov, Dâmbovița and Prahova counties.
The top of Omu Peak is flat and sprawling.",omu peak,['omu peak']
"Rysy (Polish: [ˈrɨsɨ] ; Slovak: [ˈrisi]; German: Meeraugspitze, Hungarian: Tengerszem-csúcs) is a mountain in the crest of the High Tatras, eastern part of the Tatra Mountains, lying on the border between Poland and Slovakia.",olan,"['olan', 'rysy']"
"Rysy has three summits: the middle at 2,501 m (8,205 ft); the north-western at 2,500 m (8,202 ft); and the south-eastern at 2,473 m (8,114 ft).",olan,['rysy']
The north-western summit is the highest point of Poland and belongs to the Crown of Polish Mountains; the other two summits are on,olan,"['the crown', 'olan']"
"Monte Velino is a mountain (2,487 m)  in the province of L'Aquila, Abruzzo, central  Italy, part of the Abruzzo Apennines.

Background
Located nearby the boundary with Lazio, between the Fucino plain and the Aterno, Salto and Velino rivers' valleys, it is the highest peak in the Sirente-Velino Regional Park, and the highest point in the Tiber basin.
The massif is included in the Sirente-Velino Regional Park.",monte velino,['monte velino']
"Monte Vettore (from Latin Vector, ""carrier"", ""leader"") is a mountain of the Umbro-marchigiano Apennine Mountains in Italy.",monte vettore,['monte vettore']
Špik is a mountain in the Slovenian Julian Alps.,špik,['špik']
"Luna Peak may refer to:

Luna Peak (Washington), a mountain in the US
Luna Peak (British Columbia), a mountain in Canada",luna peak,['luna peak']
"Galdhøpiggen (Norwegian pronunciation: [ˈɡɛiɫdɘːˌpɪɡn̩ or ˈɡɑ̀ɫdɘːˌpɪɡn̩]) is the highest mountain in Norway, Scandinavia, and Northern Europe.",galdhøpiggen,['galdhøpiggen']
"Kanlaon, also known as Mount Kanlaon and Kanlaon Volcano (Hiligaynon: Bolkang Kanglaon; Cebuano: Bolkang Kanglaon; Filipino: Bulkang Kanlaon), is an active andesitic stratovolcano and the highest mountain on the island of Negros in the Philippines, as well as the highest peak in the Visayas, with an elevation of 2,465 m (8,087 ft) above sea level.",kanlaon,['kanlaon']
"Mount Kanlaon ranks as the 42nd-highest peak of an island in the world.
The volcano straddles the provinces of Negros Occidental and Negros Oriental, ",kanlaon,['kanlaon']
"Glittertind or Glittertinden is a mountain in Lom Municipality in Innlandet county, Norway.",glittertind,['glittertind']
"El Capitan (Spanish: El Capitán; lit. 'the Captain'  or 'the Chief') is a vertical rock formation in Yosemite National Park, on the north side of Yosemite Valley, near its western end.",api,"['api', 'el capitan']"
"The granite monolith is about 3,000 feet (914 m) from base to summit along its tallest face and is a world-famous location for big wall climbing, including the disciplines of aid climbing, free climbing, and more recently for free solo climbing.

Naming
The formation was named ""El Capitan"" by the Mariposa Battalio",api,"['api', 'el capitan']"
Mount Shimbiris is the highest peak in Somaliland.,shimbiris,['shimbiris']
"Mayon (Central Bikol: Bulkan Mayon; Tagalog: Bulkang Mayon, IPA: [mɐ'jɔn]), also known as Mount Mayon and Mayon Volcano  is an active stratovolcano in the province of Albay in Bicol, Philippines.",mayon,['mayon']
"Monte Gorzano is the highest peak in the Monti della Laga, in northern Abruzzo, central Italy.",monte gorzano,['monte gorzano']
"The source of the Tordino is near Monte Gorzano (Fiumata).

See also
Parco Nazionale del Gran Sasso e Monti della Laga
List of Italian regions by highest point


== References ==",monte gorzano,['monte gorzano']
"Sulphur Mountain may refer to:

Sulphur Mountain (Alberta) in Banff National Park, Alberta, Canada
Sulphur Mountain Cosmic Ray Station, a National Historic Site of Canada found atop Sulphur Mountain in Banff National Park
Sulphur Mountain Formation, a geologic formation of Early to Middle Triassic age",sulphur mountain,['sulphur mountain']
Sunset Crater is a cinder cone located north of Flagstaff in the U.S.,sunset crater,['sunset crater']
"The crater is within the Sunset Crater Volcano National Monument.
Sunset Crater is the youngest in a string of volcanoes (the San Francisco volcanic field) that is related to the nearby San Francisco Peaks.

Formation
The date of the eruptions that formed the 340-meter-high cone (1,120 ft) was initially derived from tree-ring dates, suggesting the eruption began between the growing seasons of AD 1064–1065.",sunset crater,['sunset crater']
"Triple Divide Peak may refer to:

Triple Divide Peak (Madera County, California)
Triple Divide Peak (Montana) in Glacier National Park
Triple Divide Peak (Tulare County, California)",triple divide peak,['triple divide peak']
"Blackcomb Peak (Ucwalmícwts: Tsíqten) is a mountain located east of Whistler, British Columbia that forms the boundary between the Whistler Blackcomb ski resort and Garibaldi Provincial Park.",blackcomb peak,['blackcomb peak']
Monte Binga is the highest mountain in Mozambique and the second-highest in Zimbabwe.,monte binga,['monte binga']
"Peñalara is the highest mountain peak in the mountain range of Guadarrama, a subsection of Spain's larger Sistema Central mountain chain which lies at the center and divides the Iberian Peninsula.",peñalara,['peñalara']
"Straddling the provinces of Madrid and Segovia, Peñalara reaches a height of 2,428 metres above sea level.",peñalara,['peñalara']
"Mesa de los Tres Reyes (Basque: Hiru Erregeen Mahaia, Roncalese Basque: Iror Errege Maia, Aragonese: Meseta d'os Tres Reis, Gascon: Tabla d'eths Tros Rouyes,  French: Table des Trois Rois) is a mountain of the Pyrenees.",dom,['mesa de los tres reyes']
"It is the highest point of Spanish Navarre, with an elevation of 2,428 metres (7,966 ft).
Its name, ""The Table of the Three Kings"", derives from the fact that the mountain is located at the confluence of the ancient kingdoms of Navarre, Aragon, and Béarn; where the three kings of",dom,['dom']
